country,year,Current_Account_Balance,Debt_Service_to_Exports,Financial_depth,GDP_per_Capita,Inflation_CPI,Regulatory_Quality,Terms_of_Trade,Treatment_Group,Criteria_1,Criteria_2
TJK,2013,-10.4728821493758,11.8954309290384,19.5453081089038,889.882383099979,5.00964645344951,-1.06614553928375,99.82527627,1,1,0
TJK,2014,-3.47271227917375,13.4721133371693,19.7534387400126,925.970961482804,6.10442765129667,-1.0368640422821,98.498115963,1,1,0
TJK,2015,-5.76773865149509,12.2501422013035,19.7296251394019,956.916310930656,5.7145594964971,-1.06418442726135,100.0,1,1,0
TJK,2016,-4.15917376644493,28.1451792348553,25.037835910882,997.352614556708,6.00458082322139,-1.11853158473969,112.170239203,1,1,0
TJK,2017,2.10935261893798,26.0892063867845,14.9489441830361,1042.26391757642,,-1.09777295589447,126.4839251999,1,1,0
TJK,2018,-4.889664631378,21.9150508835104,15.2878443944204,1094.8002018221,,-1.10057985782623,129.9368214851,1,1,0
TJK,2019,-2.23224918510585,19.5168066357127,15.4627893032216,1148.34676712493,,-1.06183338165283,120.7258937779,1,1,0
TJK,2020,4.34918092627649,12.1310124688807,13.6359143675729,1171.90127480359,,-1.07205772399902,126.6259417648,1,1,0
TJK,2021,8.22937866606437,11.9151329577222,10.3735942932122,1254.06999592306,,-1.15477156639099,135.5364347578,1,1,0
TJK,2022,15.2573634253921,9.13604682482065,8.84730639883332,1325.75545290849,,-1.19797742366791,,1,1,0
TJK,2023,4.84239885438264,10.5733504414753,11.3075260651342,1407.1075436221,,-1.17822289466858,,1,1,0
TKM,2000,,,,2255.01496788934,,-1.76828348636627,82.3484464626,0,0,0
TKM,2001,,,,2306.30057631688,,,82.5633316868,0,0,0
TKM,2002,,,,2266.6336625636,,-1.66708242893219,68.0057185841,0,0,0
TKM,2003,,,,2295.29620574541,,-1.74426674842834,88.8321553476,0,0,0
TKM,2004,,,,2364.26725156856,,-1.84140944480896,89.5910307034,0,0,0
TKM,2005,,,,2622.61796328876,,-1.78907322883606,129.626072866,0,0,0
TKM,2006,,,,2856.77457038028,,-2.08757138252258,135.7534683403,0,0,0
TKM,2007,,,,3114.06330033038,,-2.0094952583313,129.4188877981,0,0,0
TKM,2008,,,,3504.34843278483,,-1.95910382270813,171.5459453868,0,0,0
TKM,2009,,,,3645.43522420841,,-1.9673525094986,113.9296090519,0,0,0
TKM,2010,,,,3900.14237925855,,-2.06142497062683,118.2732014656,0,0,0
TKM,2011,,,,4379.74943394339,,-2.05092811584473,128.9653202134,0,0,0
TKM,2012,,,,4761.0792759807,,-2.11408996582031,133.9966557242,0,0,0
TKM,2013,,,,5131.16736462999,,-2.13228559494019,136.0913278759,0,0,0
TKM,2014,,,,5533.03528846527,,-2.09784650802612,133.2121244628,0,0,0
TKM,2015,,,,5759.497903834,,-2.10210704803467,100.0,0,0,0
TKM,2016,,,,5977.83828113854,,-2.11545777320862,73.0576507837,0,0,0
TKM,2017,,,,6222.55590558882,,-1.99927318096161,90.520154802,0,0,0
TKM,2018,,,,6460.94356849428,,-2.00086236000061,110.7291317393,0,0,0
TKM,2019,,,,6718.16608056274,,-2.02918887138367,72.9833142234,0,0,0
TKM,2020,,,,6965.11226889286,,-2.05459833145142,54.5567649466,0,0,0
TKM,2021,,,,7248.70763225719,,-2.0308940410614,184.8951931394,0,0,0
TKM,2022,,,,7551.03650143157,,-2.06706070899963,,0,0,0
TKM,2023,,,,7880.44528570939,,-2.06809759140015,,0,0,0
TLS,2000,,,,1117.56429796112,,,,0,0,0
TLS,2001,,,,1192.78575791112,,,,0,0,0
TLS,2002,,,,1028.1319342253,,-1.23270869255066,,0,0,0
TLS,2003,,,,964.322564618129,7.16515891441839,-1.26821637153625,,0,0,0
TLS,2004,,,,955.470548287377,3.23751394003321,-1.14806532859802,,0,0,0
TLS,2005,,,,964.026614173558,1.11167400387198,-1.14945936203003,,0,0,0
TLS,2006,119.207266158977,,,897.573763670928,3.93616259929866,-1.55442380905151,,0,0,0
TLS,2007,216.87805627519,,,961.848462090268,10.3009020174895,-1.63284885883331,,0,0,0
TLS,2008,311.746057299892,,,1042.86835443002,9.06423621948942,-1.34163308143616,,0,0,0
TLS,2009,176.762854008732,,,1120.09698448398,0.669681185965433,-1.15977454185486,,0,0,0
TLS,2010,189.51829330378,,,1195.38086241831,6.76597680236481,-1.11062812805176,,0,0,0
TLS,2011,225.032885152328,,,1237.48383284275,13.499840238577,-1.05282890796661,,0,0,0
TLS,2012,235.750605362852,0.00825783841939548,,1269.41629276068,11.8003096701544,-1.02370250225067,,0,0,0
TLS,2013,171.239439829776,0.00895848424006278,,1281.92864092574,11.0849085109954,-0.991481781005859,,0,0,0
TLS,2014,76.4167145421127,0.0196173706167488,,1312.96494079465,0.726275016139465,-0.905718266963959,,0,0,0
TLS,2015,14.1369482552281,0.058456660930357,,1319.59297370991,0.552796026277853,-0.993646323680878,,0,0,0
TLS,2016,-32.4953735667323,0.124179938344076,,1333.6585468432,-1.33853876185163,-0.993600726127625,,0,0,0
TLS,2017,-21.3947164358606,0.203930991586737,,1267.08660142883,0.557215537430361,-0.743774116039276,,0,0,0
TLS,2018,-12.2846134533332,0.317026611161799,,1237.20064730412,2.63647201015892,-0.792416214942932,,0,0,0
TLS,2019,26.381513142775,0.433295536420264,,1507.24748294374,0.958812739703141,-0.775254309177399,,0,0,0
TLS,2020,21.229617232887,0.412410230955255,,1947.83997138866,0.495499215459571,-0.763640761375427,,0,0,0
TLS,2021,42.0530540476572,0.31534835839958,,2015.69270191369,3.69792094666786,-0.777108013629913,,0,0,0
TLS,2022,14.7729942622211,0.68994783733369,,1578.38322939547,7.00530945399787,-0.472811251878738,,0,0,0
TLS,2023,-0.833268209094825,2.05821362619951,,1278.41861343542,8.42035103310377,-0.487927585840225,,0,0,0
TON,2000,,,,3866.68567418646,6.32763551411155,,101.6817561632,1,1,0
TON,2001,-7.26085714386065,9.82428599700088,,3901.18054484807,8.2902831885033,,103.6854297402,1,1,0
TON,2002,-3.46620228644322,8.93140750824393,,4050.98965519019,10.3590607918507,,103.7513696473,1,1,0
TON,2003,-6.34024342768427,8.25547128181408,,4030.19685240474,11.6386219580735,,107.3845368866,1,1,0
TON,2004,-3.26824835007683,8.63191861862221,,3928.06022630974,10.9734053679554,-0.515539228916168,101.730441083,1,1,0
TON,2005,-9.29333327805423,9.76109877204958,,3880.07034269632,8.66569221131751,-0.515336811542511,93.2957718886,1,1,0
TON,2006,-8.1087961918625,8.57950659181652,,3775.24818175295,6.14911606456575,-0.690099477767944,91.9759975204,1,1,0
TON,2007,-16.4953986280714,10.6316183584491,,3665.89520378024,5.84224874901387,-0.719671785831451,88.250975182,1,1,0
TON,2008,-18.2074715257727,8.74869673351477,,3833.60160897114,10.4469875128222,-0.792954564094543,88.1178548402,1,1,0
TON,2009,-30.0388538737737,7.16532314498449,,3630.76061461146,1.42685972070534,-0.574568629264832,95.4593980874,1,1,0
TON,2010,-23.8321094601899,9.31865502614687,,3653.97780899136,3.53491239189831,-0.579521000385284,94.9525701427,1,1,0
TON,2011,-20.2517400322146,6.54672791514245,,3892.76783333257,6.27075302995691,-0.599480748176575,86.8993518304,1,1,0
TON,2012,-14.8200258649119,6.15078416226976,,3932.59369314639,1.14753853706055,-0.645014047622681,83.8416146747,1,1,0
TON,2013,-9.47350622217522,5.66640020486168,,3962.1694894595,0.77562932236742,-0.655830562114716,87.0802078522,1,1,0
TON,2014,-6.26556406033615,6.73062223836,,4058.815614369,2.51087633253706,-0.427611589431763,89.6395410001,1,1,0
TON,2015,-10.9245843858579,7.39829059860066,,4123.90323993332,-1.05399831971283,-0.423639237880707,100.0,1,1,0
TON,2016,-7.47105586203439,5.14202100373688,,4419.81472868939,2.57815515245081,-0.431269496679306,106.8701216627,1,1,0
TON,2017,-7.16886524537565,4.04675810392371,,4568.62468668733,7.51706283551115,-0.406208127737045,102.2322159427,1,1,0
TON,2018,-7.00705930095622,6.66217356230194,,4590.84205874676,5.03209691984874,-0.362755715847015,97.7327093423,1,1,0
TON,2019,-3.82718576475115,3.55184114575916,,4576.85081914532,1.17954334821808,-0.319078892469406,101.9655161863,1,1,0
TON,2020,-5.727860202779,3.99813814298246,,4656.93166185355,-0.349737696727496,-0.380405098199844,107.5346170234,1,1,0
TON,2021,-6.24863342333041,4.87731100988822,,4683.2992269484,5.64051140636751,-0.315788686275482,98.032490953,1,1,0
TON,2022,-5.35510114772662,10.98482329348,,4594.63428376463,10.9713652903022,-0.347820729017258,,1,1,0
TON,2023,-5.91407096220153,11.0475318843008,,,6.35112980255189,-0.393207430839539,,1,1,0
TUN,2000,-3.82558496867724,22.0604140213982,66.3685982591206,2864.55075602101,2.96230794738605,0.0681255981326103,95.8898137361,0,0,0
TUN,2001,-3.80893714007523,14.4282423901509,66.9673852783308,2941.74275551058,1.98333333333337,,97.0340187468,0,0,0
TUN,2002,-3.22389381333494,15.4843808148912,67.6307064787911,2950.20794016332,2.72103284850455,-0.0895186811685562,99.9718000523,0,0,0
TUN,2003,-2.66077074311872,14.6141082533393,65.3963396017324,3058.23292911168,2.71259247474352,-0.00807103421539068,109.4448638739,0,0,0
TUN,2004,-1.41663593407068,15.5294991244524,64.1516690912368,3218.72738670507,3.63228004956625,-0.114593125879765,113.617309572,0,0,0
TUN,2005,-0.927371928635414,13.7397495969343,63.5363115282654,3301.94245942789,2.01778641357144,-0.0435877293348312,113.0257690507,0,0,0
TUN,2006,-1.80172304518295,15.6891062960629,63.7947010459785,3444.55582504699,3.22525337438917,0.191378027200699,110.8251812496,0,0,0
TUN,2007,-2.35618464912073,12.3376687241629,64.3657231096271,3642.12450341045,2.96694432477349,0.0667113736271858,114.8526022345,0,0,0
TUN,2008,-3.81468880111158,7.98378354069417,65.5945901449527,3760.12316696001,4.34502807623045,0.0878936722874641,117.984062553,0,0,0
TUN,2009,-2.8390925265691,10.6091023150667,68.4219032264662,3835.25509911786,3.66490330642919,-0.00624055694788694,112.3829975746,0,0,0
TUN,2010,-4.55447131361941,10.5185387559429,70.6613879170358,3906.91133143991,3.33897963601069,-0.0873018652200699,108.2178761323,0,0,0
TUN,2011,-7.0355658557361,11.6106901397124,79.1721045297813,3784.74620448381,3.24002842009531,-0.266437083482742,108.1585724058,0,0,0
TUN,2012,-7.86572520912914,11.6025369076999,79.3853194993457,3900.05126518371,4.6118443220664,-0.242597430944443,103.9287409693,0,0,0
TUN,2013,-7.9667784790268,10.9788598035086,80.5463341306645,3947.59276091668,5.31623531326689,-0.285445630550385,108.8441755604,0,0,0
